prompt,provedor,familia,categoria,eh_categoria,marcas_no_prompt,marcas_na_resposta,n_marcas_declarado,n_fontes,relevancia,tam_resposta,seeds
Como instalar o purificador de água Brastemp e quais são os cuidados de manutenção?,chatgpt,instalacao,purificador,1,brastemp,brastemp,1,12,91,173,brastemp
Como instalar o purificador de água Brastemp e quais são os cuidados de manutenção?,google_ai_mode,instalacao,purificador,1,brastemp,brastemp,1,0,91,173,brastemp
geladeira que faz gelo brastemp,google_ai_overview,produto e categoria,geladeira,1,brastemp,brastemp,1,10,91,173,brastemp
geladeira brastemp 3 portas,google_ai_overview,produto e categoria,geladeira,1,brastemp,brastemp,1,4,91,173,brastemp
brastemp brm,google_ai_overview,produto e categoria,sem categoria,0,brastemp,brastemp,1,9,91,173,brastemp
geladeira brastemp brm,google_ai_overview,produto e categoria,geladeira,1,brastemp,brastemp,1,6,91,173,brastemp
geladeira inverter brastemp,google_ai_overview,consumo e energia,geladeira,1,brastemp,brastemp,1,8,91,173,brastemp
filtro de água com gás brastemp,google_ai_overview,peca e filtro,sem categoria,0,brastemp,brastemp,1,7,91,173,brastemp
geladeira refrigerador frost free duplex brastemp,google_ai_overview,produto e categoria,geladeira,1,brastemp,brastemp,1,7,91,173,brastemp
potência da geladeira brastemp,google_ai_overview,produto e categoria,geladeira,1,brastemp,brastemp,1,8,91,173,brastemp
brastemp purificador agua,google_ai_overview,produto e categoria,purificador,1,brastemp,brastemp,1,6,91,173,brastemp
geladeira frost free brastemp preço,google_ai_overview,preco e compra,geladeira,1,brastemp,brastemp,1,6,91,173,brastemp
tamanho da geladeira inverse brastemp,google_ai_overview,produto e categoria,geladeira,1,brastemp,brastemp,1,7,91,173,brastemp
filtro agua gelada brastemp,google_ai_overview,peca e filtro,sem categoria,0,brastemp,brastemp,1,6,91,173,brastemp
brastemp frost free 375 litros,google_ai_overview,produto e categoria,sem categoria,0,brastemp,brastemp,1,8,91,173,brastemp
frost free brastemp inox,google_ai_overview,produto e categoria,sem categoria,0,brastemp,brastemp,1,4,91,173,brastemp
filtro de água da brastemp,google_ai_overview,peca e filtro,sem categoria,0,brastemp,brastemp,1,10,91,173,brastemp
refrigerador brastemp 554 l,google_ai_overview,produto e categoria,geladeira,1,brastemp,brastemp,1,6,91,173,brastemp
b blend brastemp valor,google_ai_overview,produto e categoria,sem categoria,0,brastemp,brastemp,1,6,91,173,brastemp
preço de purificador de agua brastemp,google_ai_overview,preco e compra,purificador,1,brastemp,brastemp,1,7,91,173,brastemp
Quais são as principais diferenças entre as geladeiras Brastemp com frost free e os modelos convencionais?,gemini,comparacao e modelo,geladeira,1,brastemp,brastemp,1,0,91,173,brastemp
Quais são as principais diferenças entre as geladeiras Brastemp com frost free e os modelos convencionais?,chatgpt,comparacao e modelo,geladeira,1,brastemp,brastemp,1,13,91,173,brastemp
Quais são as principais diferenças entre as geladeiras Brastemp com frost free e os modelos convencionais?,google_ai_mode,comparacao e modelo,geladeira,1,brastemp,brastemp,1,0,91,173,brastemp
geladeira inverse brastemp,google_ai_overview,produto e categoria,geladeira,1,brastemp,brastemp,1,6,91,173,brastemp
Geladeiras Brastemp,chatgpt,produto e categoria,geladeira,1,brastemp,brastemp,1,14,91,173,brastemp
Geladeiras Brastemp,gemini,produto e categoria,geladeira,1,brastemp,brastemp,1,0,91,173,brastemp
geladeira frost free brastemp,google_ai_overview,produto e categoria,geladeira,1,brastemp,brastemp,1,9,91,173,brastemp
medida da geladeira inverse brastemp,google_ai_overview,produto e categoria,geladeira,1,brastemp,brastemp,1,8,91,173,brastemp
medidas geladeira inverse brastemp,google_ai_overview,produto e categoria,geladeira,1,brastemp,brastemp,1,8,91,173,brastemp
brastemp geladeira inox,google_ai_overview,produto e categoria,geladeira,1,brastemp,brastemp,1,5,91,173,brastemp
geladeira inverse brastemp medidas,google_ai_overview,produto e categoria,geladeira,1,brastemp,brastemp,1,6,91,173,brastemp
refrigerador brastemp 447 litros,google_ai_overview,produto e categoria,geladeira,1,brastemp,brastemp,1,8,91,173,brastemp
como tirar a prateleira da geladeira brastemp,google_ai_overview,peca e filtro,geladeira,1,brastemp,brastemp,1,4,91,173,brastemp
refrigerador brastemp 375 l,google_ai_overview,produto e categoria,geladeira,1,brastemp,brastemp,1,10,91,173,brastemp
medidas geladeira brastemp 375 litros,google_ai_overview,produto e categoria,geladeira,1,brastemp,brastemp,1,6,91,173,brastemp
valor de geladeira brastemp,google_ai_overview,produto e categoria,geladeira,1,brastemp,brastemp,1,9,91,173,brastemp
geladeira brastemp frost,google_ai_overview,produto e categoria,geladeira,1,brastemp,brastemp,1,5,91,173,brastemp
geladeira brastemp inverse 447 litros,google_ai_overview,produto e categoria,geladeira,1,brastemp,brastemp,1,8,91,173,brastemp
geladeira invertida brastemp,google_ai_overview,consumo e energia,geladeira,1,brastemp,brastemp,1,11,91,173,brastemp
geladeira evox brastemp,google_ai_overview,produto e categoria,geladeira,1,brastemp,brastemp,1,5,91,173,brastemp
preco geladeira brastemp,google_ai_overview,preco e compra,geladeira,1,brastemp,brastemp,1,9,91,173,brastemp
geladeira brastemp inverse tamanho,google_ai_overview,produto e categoria,geladeira,1,brastemp,brastemp,1,7,91,173,brastemp
tamanho geladeira inverse brastemp,google_ai_overview,produto e categoria,geladeira,1,brastemp,brastemp,1,6,91,173,brastemp
quanto pesa uma geladeira,google_ai_overview,produto e categoria,geladeira,1,,,0,8,91,173,brastemp
Quais modelos de churrasqueira elétrica Brastemp têm melhor avaliação para uso em apartamento?,chatgpt,comparacao e modelo,sem categoria,0,brastemp,brastemp,7,58,90,173,brastemp
Onde encontro geladeiras Brastemp Gourmand com bom preço perto de mim ou online?,google_ai_mode,preco e compra,geladeira,1,brastemp,brastemp,7,8,90,173,brastemp
"Qual é a diferença entre as churrasqueiras elétricas Brastemp e outras marcas, em termos de eficiência e preço?",google_ai_mode,preco e compra,sem categoria,0,brastemp,brastemp|mondial|fischer,7,0,90,173,brastemp
"Onde comprar frigobar Brastemp Marsala com garantia, entrega rápida e facilidade de troca/assistência?",gemini,assistencia e conserto,geladeira,1,brastemp,brastemp,7,0,90,173,brastemp
Quais modelos de churrasqueira elétrica Brastemp têm melhor avaliação para uso em apartamento?,gemini,comparacao e modelo,sem categoria,0,brastemp,brastemp|mondial|britania,6,0,90,173,brastemp
"Qual é a diferença entre as churrasqueiras elétricas Brastemp e outras marcas, em termos de eficiência e preço?",chatgpt,preco e compra,sem categoria,0,brastemp,brastemp|philco|mondial|britania|fischer,6,11,90,173,brastemp
"Qual é a diferença entre as churrasqueiras elétricas Brastemp e outras marcas, em termos de eficiência e preço?",gemini,preco e compra,sem categoria,0,brastemp,brastemp|mondial|britania,6,0,90,173,brastemp
Onde encontrar e comprar uma adega Brastemp 33 garrafas com entrega rápida e garantia confiável?,google_ai_mode,garantia e suporte,adega,1,brastemp,brastemp,6,11,90,173,brastemp
Onde encontro geladeiras Brastemp Gourmand com bom preço perto de mim ou online?,gemini,preco e compra,geladeira,1,brastemp,brastemp,5,0,90,173,brastemp
Quais são as melhores geladeiras Brastemp de embutir disponíveis no mercado hoje?,chatgpt,comparacao e modelo,geladeira,1,brastemp,brastemp,5,20,90,173,brastemp
Quels avis des chefs sur les tabliers Bragard et leur durabilité ?,chatgpt,produto e categoria,sem categoria,0,,,5,37,90,173,brastemp
Qual é o melhor ar-condicionado Brastemp para ambientes até 20 m²?,chatgpt,comparacao e modelo,ar condicionado,1,brastemp,,5,12,90,173,brastemp
Qual é o melhor ar-condicionado Brastemp para ambientes até 20 m²?,gemini,comparacao e modelo,ar condicionado,1,brastemp,,5,0,90,173,brastemp
Quais lojas costumam oferecer a linha Gourmand da Brastemp e quais são os preços médios atuais?,chatgpt,preco e compra,sem categoria,0,brastemp,brastemp,5,17,90,173,brastemp
Quais lojas costumam oferecer a linha Gourmand da Brastemp e quais são os preços médios atuais?,gemini,preco e compra,sem categoria,0,brastemp,brastemp,5,0,90,173,brastemp
Quais modelos de churrasqueira elétrica Brastemp têm melhor avaliação para uso em apartamento?,google_ai_mode,comparacao e modelo,sem categoria,0,brastemp,brastemp,4,0,90,173,brastemp
Onde encontro geladeiras Brastemp Gourmand com bom preço perto de mim ou online?,chatgpt,preco e compra,geladeira,1,brastemp,brastemp,4,12,90,173,brastemp
Brastemp Gourmand vale a pena comparar com outras linhas frost free do mercado?,google_ai_mode,comparacao e modelo,sem categoria,0,brastemp,electrolux|brastemp|samsung,4,9,90,173,brastemp
ar condicionado 9000 btus brastemp,google_ai_overview,produto e categoria,ar condicionado,1,brastemp,brastemp,4,4,90,173,brastemp
Geladeiras Brastemp Gourmand,chatgpt,produto e categoria,geladeira,1,brastemp,brastemp,4,13,90,173,brastemp
Onde encontrar e comprar uma adega Brastemp 33 garrafas com entrega rápida e garantia confiável?,chatgpt,garantia e suporte,adega,1,brastemp,brastemp,4,12,90,173,brastemp
Quais são as avaliações dos usuários sobre o BRM56 da Brastemp em lojas brasileiras?,gemini,comparacao e modelo,sem categoria,0,brastemp,brastemp,4,0,90,173,brastemp
Adegas Brastemp Climatizadas,google_ai_mode,produto e categoria,adega,1,brastemp,brastemp,4,14,90,173,brastemp
"Onde comprar frigobar Brastemp Marsala com garantia, entrega rápida e facilidade de troca/assistência?",chatgpt,assistencia e conserto,geladeira,1,brastemp,brastemp,4,39,90,173,brastemp
"Onde comprar frigobar Brastemp Marsala com garantia, entrega rápida e facilidade de troca/assistência?",google_ai_mode,assistencia e conserto,geladeira,1,brastemp,brastemp,4,7,90,173,brastemp
Quais lojas costumam oferecer a linha Gourmand da Brastemp e quais são os preços médios atuais?,google_ai_mode,preco e compra,sem categoria,0,brastemp,brastemp,4,8,90,173,brastemp
"Vale a pena comprar o BRM56 da Brastemp hoje, considerando ofertas atuais no Brasil?",gemini,preco e compra,sem categoria,0,brastemp,brastemp,4,0,90,173,brastemp
"Vale a pena comprar o BRM56 da Brastemp hoje, considerando ofertas atuais no Brasil?",chatgpt,preco e compra,sem categoria,0,brastemp,brastemp,4,12,90,173,brastemp
Où trouver des offres Bragard sur Facebook ou Instagram et comment les comparer avec bragard.fr ?,chatgpt,comparacao e modelo,sem categoria,0,,,4,36,90,173,brastemp
Où trouver des offres Bragard sur Facebook ou Instagram et comment les comparer avec bragard.fr ?,google_ai_mode,comparacao e modelo,sem categoria,0,,,4,6,90,173,brastemp
manual da geladeira brastemp clean antiga,google_ai_overview,garantia e suporte,geladeira,1,brastemp,brastemp,3,9,90,173,brastemp
geladeira brastemp frost free manual,google_ai_overview,garantia e suporte,geladeira,1,brastemp,brastemp,3,5,90,173,brastemp
Brastemp Gourmand Fogões,chatgpt,produto e categoria,sem categoria,0,brastemp,brastemp,3,14,90,173,brastemp
manual geladeira frost free brastemp,google_ai_overview,garantia e suporte,geladeira,1,brastemp,brastemp,3,5,90,173,brastemp
Quais são os modelos Brastemp mais indicados para secar roupas até 10 kg e reduzir amassados?,chatgpt,comparacao e modelo,lavanderia,0,brastemp,brastemp,3,12,90,173,brastemp
Brastemp Gourmand vale a pena comparar com outras linhas frost free do mercado?,gemini,comparacao e modelo,sem categoria,0,brastemp,brastemp,3,4,90,173,brastemp
Brastemp Gourmand vale a pena comparar com outras linhas frost free do mercado?,chatgpt,comparacao e modelo,sem categoria,0,brastemp,brastemp,3,12,90,173,brastemp
Adegas Brastemp Climatizadas,chatgpt,produto e categoria,adega,1,brastemp,brastemp,3,10,90,173,brastemp
Quels avis des chefs sur les tabliers Bragard et leur durabilité ?,google_ai_mode,produto e categoria,sem categoria,0,,,3,9,90,173,brastemp
Qual é o melhor ar-condicionado Brastemp para ambientes até 20 m²?,google_ai_mode,comparacao e modelo,ar condicionado,1,brastemp,brastemp,3,8,90,173,brastemp
ar condicionado 12000 btus brastemp,google_ai_overview,produto e categoria,ar condicionado,1,brastemp,brastemp,3,10,90,173,brastemp
Onde encontro peças de reposição para o BRM56 da Brastemp e como realizar a limpeza segura?,gemini,peca e filtro,sem categoria,0,brastemp,brastemp,3,0,90,173,brastemp
Brastemp Geladeiras,google_ai_mode,produto e categoria,geladeira,1,brastemp,brastemp,3,0,90,173,brastemp
manual de serviço da lavadora brastemp bwl11a pdf,google_ai_overview,garantia e suporte,lavanderia,1,brastemp,brastemp|consul,3,3,90,173,brastemp
medidas adega 12 garrafas,google_ai_overview,produto e categoria,adega,1,,,3,6,90,173,brastemp
ar condicionado brastemp,google_ai_overview,produto e categoria,ar condicionado,1,brastemp,brastemp,3,6,90,173,brastemp
Comment acheter des produits Bragard sur les sites français et brésiliens ?,google_ai_mode,produto e categoria,sem categoria,0,,,3,7,90,173,brastemp
Ar-condicionado Brastemp,google_ai_mode,produto e categoria,ar condicionado,1,brastemp,brastemp|consul|whirlpool,3,2,90,173,brastemp
Quais são as opções de garantia e assistência técnica para churrasqueiras elétricas Brastemp compradas online?,gemini,assistencia e conserto,sem categoria,0,brastemp,brastemp,2,0,90,173,brastemp
Quais são as opções de garantia e assistência técnica para churrasqueiras elétricas Brastemp compradas online?,chatgpt,assistencia e conserto,sem categoria,0,brastemp,brastemp,2,16,90,173,brastemp
Como escolher uma cervejeira Brastemp ideal para uma casa pequena sem perder espaço?,chatgpt,comparacao e modelo,sem categoria,0,brastemp,,2,18,90,173,brastemp
"Qual é a melhor adega Brastemp para conservar vinhos a 12 garrafas, considerando temperatura estável e economia de energia?",chatgpt,consumo e energia,adega,1,brastemp,brastemp,2,12,90,173,brastemp
"Qual é a melhor adega Brastemp para conservar vinhos a 12 garrafas, considerando temperatura estável e economia de energia?",google_ai_mode,consumo e energia,adega,1,brastemp,brastemp,2,10,90,173,brastemp
brastemp adega 12 garrafas,google_ai_overview,produto e categoria,adega,1,brastemp,brastemp,2,7,90,173,brastemp
secadora de roupas brastemp 220v,google_ai_overview,produto e categoria,lavanderia,1,brastemp,brastemp,2,8,90,173,brastemp
Quais são as avaliações dos usuários sobre o BRM56 da Brastemp em lojas brasileiras?,google_ai_mode,comparacao e modelo,sem categoria,0,brastemp,brastemp,2,4,90,173,brastemp
Quais são as avaliações dos usuários sobre o BRM56 da Brastemp em lojas brasileiras?,chatgpt,comparacao e modelo,sem categoria,0,brastemp,brastemp,2,12,90,173,brastemp
secadora brastemp antiga,google_ai_overview,produto e categoria,lavanderia,1,brastemp,brastemp,2,6,90,173,brastemp
Onde encontro peças de reposição para o BRM56 da Brastemp e como realizar a limpeza segura?,google_ai_mode,peca e filtro,sem categoria,0,brastemp,brastemp,2,5,90,173,brastemp
secadora brastemp intelligent,google_ai_overview,produto e categoria,lavanderia,1,brastemp,brastemp,2,5,90,173,brastemp
adega para 8 garrafas brastemp,google_ai_overview,produto e categoria,adega,1,brastemp,brastemp,2,9,90,173,brastemp
Comment acheter des produits Bragard sur les sites français et brésiliens ?,chatgpt,produto e categoria,sem categoria,0,,,2,23,90,173,brastemp
cervejeira brastemp,google_ai_overview,produto e categoria,sem categoria,0,brastemp,brastemp,2,6,90,173,brastemp
Quais são as opções de garantia e assistência técnica para churrasqueiras elétricas Brastemp compradas online?,google_ai_mode,assistencia e conserto,sem categoria,0,brastemp,brastemp,1,0,90,173,brastemp
Como escolher uma cervejeira Brastemp ideal para uma casa pequena sem perder espaço?,google_ai_mode,comparacao e modelo,sem categoria,0,brastemp,brastemp,1,0,90,173,brastemp
manual máquina de lavar brastemp,google_ai_overview,garantia e suporte,lavanderia,1,brastemp,brastemp,1,5,90,173,brastemp
Bragard – Équipements culinaires et tabliers,gemini,produto e categoria,sem categoria,0,,,1,0,90,173,brastemp
Bragard – Équipements culinaires et tabliers,chatgpt,produto e categoria,sem categoria,0,,,1,19,90,173,brastemp
